filename,width,height,depth,name,xmin,ymin,xmax,ymax
13_Interview_Interview_On_Location_13_753.jpg,1024,1541,3,face,473,738,630,970
13_Interview_Interview_On_Location_13_753.jpg,1024,1541,3,face,581,527,756,750
32_Worker_Laborer_Worker_Laborer_32_24.jpg,1024,1396,3,face,645,202,754,346
test_00003633.jpg,950,1232,3,face_mask,315,310,650,847
test_00003633.jpg,950,1232,3,face,689,253,950,1107
49_Greeting_peoplegreeting_49_114.jpg,1024,681,3,face,454,123,492,169
49_Greeting_peoplegreeting_49_114.jpg,1024,681,3,face,587,149,626,190
49_Greeting_peoplegreeting_49_114.jpg,1024,681,3,face,694,201,730,235
49_Greeting_peoplegreeting_49_114.jpg,1024,681,3,face,625,246,651,282
49_Greeting_peoplegreeting_49_114.jpg,1024,681,3,face,333,338,354,374
32_Worker_Laborer_Worker_Laborer_32_854.jpg,1024,702,3,face,385,34,405,70
32_Worker_Laborer_Worker_Laborer_32_854.jpg,1024,702,3,face,727,113,775,166
32_Worker_Laborer_Worker_Laborer_32_854.jpg,1024,702,3,face,881,57,903,87
test_00001656.jpg,800,507,3,face_mask,466,175,675,380
51_Dresses_wearingdress_51_685.jpg,1024,670,3,face,896,27,947,102
51_Dresses_wearingdress_51_685.jpg,1024,670,3,face,661,61,719,131
51_Dresses_wearingdress_51_685.jpg,1024,670,3,face,428,45,483,116
51_Dresses_wearingdress_51_685.jpg,1024,670,3,face,283,46,332,112
51_Dresses_wearingdress_51_685.jpg,1024,670,3,face,93,48,146,112
test_00000951.jpg,600,864,3,face_mask,119,216,187,320
test_00000951.jpg,600,864,3,face_mask,44,643,187,845
test_00000951.jpg,600,864,3,face_mask,341,648,504,844
32_Worker_Laborer_Worker_Laborer_32_477.jpg,1024,578,3,face,145,135,184,187
32_Worker_Laborer_Worker_Laborer_32_477.jpg,1024,578,3,face,242,124,281,176
32_Worker_Laborer_Worker_Laborer_32_477.jpg,1024,578,3,face,433,140,480,196
32_Worker_Laborer_Worker_Laborer_32_477.jpg,1024,578,3,face,584,171,633,223
32_Worker_Laborer_Worker_Laborer_32_477.jpg,1024,578,3,face,640,150,689,206
32_Worker_Laborer_Worker_Laborer_32_477.jpg,1024,578,3,face,846,150,891,198
32_Worker_Laborer_Worker_Laborer_32_477.jpg,1024,578,3,face,904,145,957,200
32_Worker_Laborer_Worker_Laborer_32_477.jpg,1024,578,3,face,29,139,56,174
test_00004242.jpg,310,310,3,face_mask,88,70,223,248
31_Waiter_Waitress_Waiter_Waitress_31_847.jpg,1024,1689,3,face,385,95,625,391
13_Interview_Interview_On_Location_13_425.jpg,1024,768,3,face,254,246,404,430
test_00004853.jpg,580,363,3,face_mask,137,86,317,306
test_00000623.jpg,1200,753,3,face_mask,391,119,662,460
13_Interview_Interview_2_People_Visible_13_267.jpg,1024,1229,3,face,374,192,700,600
30_Surgeons_Surgeons_30_932.jpg,1024,1494,3,face,379,137,656,510
test_00000777.jpg,648,826,3,face_mask,258,232,309,316
19_Couple_Couple_19_88.jpg,1024,682,3,face,582,190,714,370
19_Couple_Couple_19_88.jpg,1024,682,3,face,684,120,816,300
4_Dancing_Dancing_4_944.jpg,1024,1020,3,face,362,184,858,924
1_Handshaking_Handshaking_1_716.jpg,1024,826,3,face,686,96,800,231
1_Handshaking_Handshaking_1_716.jpg,1024,826,3,face,573,258,604,292
1_Handshaking_Handshaking_1_716.jpg,1024,826,3,face,392,187,485,314
1_Handshaking_Handshaking_1_716.jpg,1024,826,3,face,101,343,165,425
1_Handshaking_Handshaking_1_716.jpg,1024,826,3,face,196,318,235,363
1_Handshaking_Handshaking_1_716.jpg,1024,826,3,face,44,296,89,341
1_Handshaking_Handshaking_1_716.jpg,1024,826,3,face,125,245,150,277
1_Handshaking_Handshaking_1_716.jpg,1024,826,3,face,11,231,41,265
1_Handshaking_Handshaking_1_716.jpg,1024,826,3,face,194,240,218,275
1_Handshaking_Handshaking_1_716.jpg,1024,826,3,face,256,216,275,239
1_Handshaking_Handshaking_1_716.jpg,1024,826,3,face,157,234,178,261
1_Handshaking_Handshaking_1_716.jpg,1024,826,3,face,170,187,190,209
1_Handshaking_Handshaking_1_716.jpg,1024,826,3,face,258,182,278,204
1_Handshaking_Handshaking_1_716.jpg,1024,826,3,face,520,238,547,276
1_Handshaking_Handshaking_1_716.jpg,1024,826,3,face,521,176,541,201
1_Handshaking_Handshaking_1_716.jpg,1024,826,3,face,606,202,632,234
1_Handshaking_Handshaking_1_716.jpg,1024,826,3,face,587,101,610,132
51_Dresses_wearingdress_51_402.jpg,1024,1434,3,face,118,92,216,229
51_Dresses_wearingdress_51_402.jpg,1024,1434,3,face,241,109,314,215
51_Dresses_wearingdress_51_402.jpg,1024,1434,3,face,344,134,428,252
51_Dresses_wearingdress_51_402.jpg,1024,1434,3,face,464,78,595,243
51_Dresses_wearingdress_51_402.jpg,1024,1434,3,face,624,151,680,246
9_Press_Conference_Press_Conference_9_196.jpg,1024,1138,3,face,287,160,654,611
41_Swimming_Swimmer_41_1000.jpg,1024,1358,3,face,403,180,642,467
test_00002840.jpg,750,750,3,face_mask,193,108,512,488
test_00002840.jpg,750,750,3,face_mask,63,540,211,719
test_00002840.jpg,750,750,3,face_mask,364,570,469,714
1_Handshaking_Handshaking_1_766.jpg,1024,1024,3,face,390,90,650,464
test_00000572.jpg,580,813,3,face_mask,153,164,335,440
test_00000572.jpg,580,813,3,face,418,174,553,378
test_00000572.jpg,580,813,3,face,535,31,580,262
test_00003653.jpg,1500,865,3,face_mask,615,102,978,680
test_00002164.jpg,640,853,3,face_mask,208,241,554,709
test_00000405.jpg,305,461,3,face_mask,4,108,62,189
test_00000405.jpg,305,461,3,face_mask,175,118,235,194
39_Ice_Skating_Ice_Skating_39_440.jpg,1024,1536,3,face,444,210,501,291
39_Ice_Skating_Ice_Skating_39_440.jpg,1024,1536,3,face,492,706,561,817
59_peopledrivingcar_peopledrivingcar_59_64.jpg,1024,683,3,face,530,138,694,344
test_00001123.jpg,200,200,3,face,40,29,110,120
41_Swimming_Swimming_41_345.jpg,1024,567,3,face,378,126,512,260
test_00003235.jpg,600,337,3,face,259,52,387,236
test_00001219.jpg,114,170,3,face,35,36,91,126
test_00000946.jpg,210,193,3,face_mask,82,16,147,102
test_00001725.jpg,600,457,3,face_mask,97,1,296,272
test_00001641.jpg,700,700,3,face_mask,261,60,553,442
41_Swimming_Swimmer_41_367.jpg,1024,814,3,face,404,104,768,542
32_Worker_Laborer_Worker_Laborer_32_921.jpg,1024,1280,3,face,222,232,796,1099
28_Sports_Fan_Sports_Fan_28_387.jpg,1024,576,3,face,462,56,540,172
30_Surgeons_Surgeons_30_506.jpg,1024,1025,3,face,262,216,738,848
test_00004855.jpg,400,600,3,face_mask,127,145,211,294
test_00004772.jpg,580,420,3,face_mask,281,1,463,258
test_00002105.jpg,340,600,3,face_mask,72,25,304,349
4_Dancing_Dancing_4_5.jpg,1024,1044,3,face,255,131,351,225
4_Dancing_Dancing_4_5.jpg,1024,1044,3,face,471,31,540,162
38_Tennis_Tennis_38_566.jpg,1024,576,3,face,720,80,848,234
38_Tennis_Tennis_38_361.jpg,1024,688,3,face,615,150,658,208
test_00001326.jpg,750,565,3,face_mask,159,117,471,542
test_00003008.jpg,800,728,3,face_mask,226,231,486,569
test_00002182.jpg,550,268,3,face,178,77,220,149
test_00002182.jpg,550,268,3,face,447,62,489,125
4_Dancing_Dancing_4_178.jpg,1024,703,3,face,192,210,229,256
4_Dancing_Dancing_4_178.jpg,1024,703,3,face,515,138,552,189
27_Spa_Spa_27_858.jpg,1024,681,3,face,162,250,326,396
27_Spa_Spa_27_858.jpg,1024,681,3,face,594,282,718,470
41_Swimming_Swimmer_41_610.jpg,1024,527,3,face,462,102,630,330
51_Dresses_wearingdress_51_809.jpg,1024,820,3,face,218,44,278,140
51_Dresses_wearingdress_51_809.jpg,1024,820,3,face,726,58,816,182
31_Waiter_Waitress_Waiter_Waitress_31_677.jpg,1024,683,3,face,542,439,655,577
31_Waiter_Waitress_Waiter_Waitress_31_677.jpg,1024,683,3,face,802,122,852,177
31_Waiter_Waitress_Waiter_Waitress_31_677.jpg,1024,683,3,face,899,96,939,147
31_Waiter_Waitress_Waiter_Waitress_31_677.jpg,1024,683,3,face,762,31,803,84
31_Waiter_Waitress_Waiter_Waitress_31_677.jpg,1024,683,3,face,509,152,609,242
31_Waiter_Waitress_Waiter_Waitress_31_677.jpg,1024,683,3,face,165,128,206,168
test_00003817.jpg,800,566,3,face_mask,65,233,243,456
test_00003817.jpg,800,566,3,face_mask,630,82,687,202
test_00002415.jpg,278,370,3,face_mask,43,40,169,206
28_Sports_Fan_Sports_Fan_28_156.jpg,1024,768,3,face,292,180,682,726
31_Waiter_Waitress_Waiter_Waitress_31_488.jpg,1024,1024,3,face,476,78,584,216
17_Ceremony_Ceremony_17_1009.jpg,1024,681,3,face,174,186,278,318
13_Interview_Interview_2_People_Visible_13_11.jpg,1024,768,3,face,286,292,346,390
13_Interview_Interview_2_People_Visible_13_11.jpg,1024,768,3,face,686,300,758,414
test_00000764.jpg,793,584,3,face_mask,352,118,510,282
test_00000764.jpg,793,584,3,face_mask,262,122,355,276
test_00004202.jpg,250,375,3,face,96,79,167,201
32_Worker_Laborer_Worker_Laborer_32_230.jpg,1024,683,3,face,268,133,321,207
32_Worker_Laborer_Worker_Laborer_32_230.jpg,1024,683,3,face,452,108,509,179
32_Worker_Laborer_Worker_Laborer_32_230.jpg,1024,683,3,face,695,87,749,153
test_00003630.jpg,600,450,3,face,34,196,87,252
test_00003630.jpg,600,450,3,face,361,206,418,271
test_00003630.jpg,600,450,3,face,105,135,143,179
16_Award_Ceremony_Awards_Ceremony_16_161.jpg,1024,1538,3,face,483,562,681,808
16_Award_Ceremony_Awards_Ceremony_16_161.jpg,1024,1538,3,face,216,1042,351,1228
13_Interview_Interview_Sequences_13_809.jpg,1024,576,3,face,328,28,674,510
test_00002200.jpg,200,200,3,face_mask,11,35,77,126
test_00002200.jpg,200,200,3,face_mask,108,96,166,173
test_00003518.jpg,940,576,3,face,83,149,152,226
test_00003518.jpg,940,576,3,face,331,159,387,225
test_00003518.jpg,940,576,3,face,558,139,628,211
test_00003518.jpg,940,576,3,face,777,142,841,216
test_00000150.jpg,305,203,3,face_mask,68,22,182,171
test_00002660.jpg,200,189,3,face_mask,73,49,148,154
31_Waiter_Waitress_Waiter_Waitress_31_932.jpg,1024,1381,3,face,472,288,572,434
test_00002830.jpg,550,550,3,face_mask,133,34,427,421
test_00001070.jpg,640,480,3,face_mask,302,34,338,88
16_Award_Ceremony_Awards_Ceremony_16_402.jpg,1024,1418,3,face,299,196,684,719
13_Interview_Interview_On_Location_13_253.jpg,1024,1525,3,face,429,211,646,527
32_Worker_Laborer_Worker_Laborer_32_213.jpg,1024,922,3,face,664,92,832,314
31_Waiter_Waitress_Waiter_Waitress_31_399.jpg,1024,1024,3,face,456,64,604,260
test_00001186.jpg,300,300,3,face_mask,77,55,237,230
test_00003706.jpg,507,550,3,face,202,99,304,242
test_00001046.jpg,500,345,3,face,122,73,152,112
test_00001046.jpg,500,345,3,face,219,101,247,134
test_00001046.jpg,500,345,3,face_mask,252,54,282,102
test_00000258.jpg,305,229,3,face_mask,159,43,210,112
51_Dresses_wearingdress_51_65.jpg,1024,1536,3,face,318,102,510,345
test_00004916.jpg,360,600,3,face_mask,113,57,192,232
test_00003232.jpg,979,653,3,face,357,67,659,534
test_00002728.jpg,619,346,3,face_mask,476,63,554,166
test_00000767.jpg,600,341,3,face_mask,330,138,430,270
28_Sports_Fan_Sports_Fan_28_427.jpg,1024,1195,3,face,483,303,616,455
28_Sports_Fan_Sports_Fan_28_427.jpg,1024,1195,3,face,65,697,240,877
28_Sports_Fan_Sports_Fan_28_427.jpg,1024,1195,3,face,243,809,332,909
28_Sports_Fan_Sports_Fan_28_427.jpg,1024,1195,3,face,697,847,781,973
51_Dresses_wearingdress_51_61.jpg,1024,1543,3,face,370,271,620,587
test_00002674.jpg,1000,1276,3,face,284,346,698,864
test_00002674.jpg,1000,1276,3,face,807,82,999,408
27_Spa_Spa_27_419.jpg,1024,713,3,face,324,374,376,440
test_00002605.jpg,550,308,3,face_mask,224,56,322,185
13_Interview_Interview_Sequences_13_932.jpg,1024,576,3,face,386,126,602,416
19_Couple_Couple_19_463.jpg,1024,770,3,face,56,276,220,478
19_Couple_Couple_19_463.jpg,1024,770,3,face,390,444,532,642
32_Worker_Laborer_Worker_Laborer_32_170.jpg,1024,1024,3,face,474,576,608,680
41_Swimming_Swimmer_41_417.jpg,1024,768,3,face,438,126,814,566
test_00002961.jpg,800,702,3,face_mask,385,233,648,623
test_00002961.jpg,800,702,3,face_mask,69,283,327,655
test_00003033.jpg,550,353,3,face,219,65,350,229
49_Greeting_peoplegreeting_49_520.jpg,1024,659,3,face,750,172,848,284
49_Greeting_peoplegreeting_49_520.jpg,1024,659,3,face,515,506,530,519
49_Greeting_peoplegreeting_49_520.jpg,1024,659,3,face,347,413,363,430
49_Greeting_peoplegreeting_49_520.jpg,1024,659,3,face,267,339,290,368
49_Greeting_peoplegreeting_49_520.jpg,1024,659,3,face,352,310,369,331
49_Greeting_peoplegreeting_49_520.jpg,1024,659,3,face,187,310,208,338
49_Greeting_peoplegreeting_49_520.jpg,1024,659,3,face,191,447,209,472
test_00003537.jpg,950,1421,3,face_mask,329,342,502,618
16_Award_Ceremony_Awards_Ceremony_16_552.jpg,1024,1536,3,face,207,219,727,856
13_Interview_Interview_Sequences_13_935.jpg,1024,417,3,face,648,44,730,194
13_Interview_Interview_Sequences_13_935.jpg,1024,417,3,face,240,116,322,236
test_00000064.jpg,800,800,3,face_mask,144,179,527,657
31_Waiter_Waitress_Waiter_Waitress_31_401.jpg,1024,1024,3,face,570,122,690,290
16_Award_Ceremony_Awards_Ceremony_16_114.jpg,1024,1536,3,face,471,279,642,474
test_00000128.jpg,305,458,3,face_mask,126,166,203,278
test_00001938.jpg,770,770,3,face_mask,284,231,507,527
test_00004228.jpg,550,366,3,face,211,26,445,300
19_Couple_Couple_19_349.jpg,1024,1024,3,face,414,108,556,324
19_Couple_Couple_19_349.jpg,1024,1024,3,face,552,60,690,278
27_Spa_Spa_27_871.jpg,1024,1024,3,face,436,216,684,528
test_00001905.jpg,600,900,3,face,67,111,135,212
test_00001905.jpg,600,900,3,face_mask,265,201,305,260
test_00001905.jpg,600,900,3,face,358,413,409,487
4_Dancing_Dancing_4_896.jpg,1024,1661,3,face,467,123,564,275
13_Interview_Interview_On_Location_13_640.jpg,1024,1704,3,face,249,319,704,944
test_00000811.jpg,626,830,3,face_mask,337,66,407,165
test_00000811.jpg,626,830,3,face,202,114,260,192
test_00000811.jpg,626,830,3,face,57,156,76,192
test_00000811.jpg,626,830,3,face,599,21,626,94
41_Swimming_Swimming_41_380.jpg,1024,683,3,face,258,150,600,462
test_00000661.jpg,570,836,3,face,103,86,173,185
test_00000661.jpg,570,836,3,face_mask,274,150,337,245
test_00000661.jpg,570,836,3,face,347,1,419,84
test_00000661.jpg,570,836,3,face,429,62,499,166
test_00000661.jpg,570,836,3,face,403,585,494,719
test_00000661.jpg,570,836,3,face,407,210,482,326
test_00000661.jpg,570,836,3,face,132,1,179,40
13_Interview_Interview_On_Location_13_642.jpg,1024,768,3,face,370,114,460,210
13_Interview_Interview_On_Location_13_642.jpg,1024,768,3,face,542,148,608,246
test_00002773.jpg,800,800,3,face_mask,247,169,517,524
41_Swimming_Swimmer_41_777.jpg,1024,683,3,face,82,230,228,384
41_Swimming_Swimmer_41_777.jpg,1024,683,3,face,292,108,436,280
41_Swimming_Swimmer_41_777.jpg,1024,683,3,face,584,312,720,494
41_Swimming_Swimmer_41_777.jpg,1024,683,3,face,902,226,1022,406
41_Swimming_Swimming_41_40.jpg,1024,641,3,face,484,186,580,334
test_00003883.jpg,468,606,3,face,77,59,131,125
test_00003883.jpg,468,606,3,face,242,133,290,195
test_00003883.jpg,468,606,3,face,355,132,390,190
test_00002001.jpg,350,232,3,face_mask,102,25,244,206
13_Interview_Interview_Sequences_13_806.jpg,1024,579,3,face,462,114,630,338
test_00002499.jpg,180,180,3,face_mask,53,24,106,98
52_Photographers_photographertakingphoto_52_324.jpg,1024,681,3,face,498,144,578,250
1_Handshaking_Handshaking_1_292.jpg,1024,721,3,face,612,111,708,236
1_Handshaking_Handshaking_1_292.jpg,1024,721,3,face,709,105,769,217
1_Handshaking_Handshaking_1_292.jpg,1024,721,3,face,313,193,384,282
1_Handshaking_Handshaking_1_292.jpg,1024,721,3,face,177,218,241,327
1_Handshaking_Handshaking_1_292.jpg,1024,721,3,face,112,71,158,144
1_Handshaking_Handshaking_1_292.jpg,1024,721,3,face,277,91,309,128
1_Handshaking_Handshaking_1_292.jpg,1024,721,3,face,57,254,117,318
1_Handshaking_Handshaking_1_292.jpg,1024,721,3,face,46,146,86,196
1_Handshaking_Handshaking_1_292.jpg,1024,721,3,face,221,181,288,269
1_Handshaking_Handshaking_1_292.jpg,1024,721,3,face,882,196,952,301
38_Tennis_Tennis_38_854.jpg,1024,1366,3,face,451,363,550,502
52_Photographers_photographertakingphoto_52_555.jpg,1024,768,3,face,27,213,54,251
52_Photographers_photographertakingphoto_52_555.jpg,1024,768,3,face,817,271,848,317
52_Photographers_photographertakingphoto_52_555.jpg,1024,768,3,face,754,310,779,347
28_Sports_Fan_Sports_Fan_28_741.jpg,1024,1212,3,face,350,364,662,761
28_Sports_Fan_Sports_Fan_28_332.jpg,1024,682,3,face,472,176,686,486
41_Swimming_Swimmer_41_996.jpg,1024,768,3,face,484,144,586,288
13_Interview_Interview_2_People_Visible_13_274.jpg,1024,1288,3,face,181,279,453,661
13_Interview_Interview_2_People_Visible_13_274.jpg,1024,1288,3,face,559,201,846,606
test_00000577.jpg,444,713,3,face_mask,121,91,352,424
32_Worker_Laborer_Worker_Laborer_32_940.jpg,1024,1139,3,face,824,522,888,613
test_00002339.jpg,580,1031,3,face_mask,203,348,418,594
test_00001393.jpg,500,287,3,face,1,51,126,206
test_00001393.jpg,500,287,3,face_mask,300,91,449,260
test_00004267.jpg,210,142,3,face_mask,93,31,154,103
test_00000376.jpg,305,204,3,face_mask,144,54,168,87
51_Dresses_wearingdress_51_834.jpg,1024,1506,3,face,238,306,735,971
51_Dresses_wearingdress_51_429.jpg,1024,1535,3,face,213,60,333,222
51_Dresses_wearingdress_51_429.jpg,1024,1535,3,face,653,48,749,207
test_00000834.jpg,600,526,3,face,376,64,419,109
test_00000834.jpg,600,526,3,face_mask,393,119,441,179
test_00000834.jpg,600,526,3,face_mask,126,122,163,169
test_00001839.jpg,400,497,3,face_mask,138,54,231,195
test_00001839.jpg,400,497,3,face,8,96,57,164
32_Worker_Laborer_Worker_Laborer_32_188.jpg,1024,713,3,face,786,40,934,208
13_Interview_Interview_2_People_Visible_13_260.jpg,1024,1544,3,face,325,340,813,945
test_00001745.jpg,800,800,3,face_mask,1,280,511,625
test_00000932.jpg,347,500,3,face,123,107,248,312
38_Tennis_Tennis_38_321.jpg,1024,678,3,face,532,88,608,176
59_peopledrivingcar_peopledrivingcar_59_725.jpg,1024,683,3,face,694,56,874,392
49_Greeting_peoplegreeting_49_461.jpg,1024,1538,3,face,312,652,486,937
49_Greeting_peoplegreeting_49_461.jpg,1024,1538,3,face,390,601,657,871
test_00001353.jpg,367,421,3,face_mask,65,1,262,290
test_00000853.jpg,750,504,3,face_mask,598,189,685,295
test_00000853.jpg,750,504,3,face_mask,401,190,486,298
test_00004068.jpg,426,528,3,face,117,45,153,103
test_00004068.jpg,426,528,3,face,217,58,256,110
test_00004068.jpg,426,528,3,face,339,100,370,142
test_00001105.jpg,550,363,3,face,83,69,148,146
59_peopledrivingcar_peopledrivingcar_59_874.jpg,1024,652,3,face,728,100,844,236
test_00004675.jpg,316,492,3,face_mask,85,59,219,263
59_peopledrivingcar_peopledrivingcar_59_34.jpg,1024,576,3,face,242,50,452,330
test_00002477.jpg,550,670,3,face_mask,259,138,379,332
test_00002477.jpg,550,670,3,face_mask,75,427,226,639
16_Award_Ceremony_Awards_Ceremony_16_271.jpg,1024,1326,3,face,375,85,587,413
test_00002879.jpg,800,800,3,face_mask,414,98,711,503
test_00000412.jpg,683,974,3,face,602,234,682,372
test_00000412.jpg,683,974,3,face_mask,236,72,377,253
test_00001448.jpg,940,582,3,face,336,197,509,417
test_00000302.jpg,305,305,3,face_mask,68,64,243,264
13_Interview_Interview_2_People_Visible_13_1013.jpg,1024,695,3,face,554,216,714,460
13_Interview_Interview_2_People_Visible_13_1013.jpg,1024,695,3,face,152,80,298,288
9_Press_Conference_Press_Conference_9_252.jpg,1024,1024,3,face,296,124,696,666
test_00003097.jpg,600,600,3,face_mask,219,74,414,312
test_00001865.jpg,384,512,3,face_mask,64,1,340,298
test_00003734.jpg,525,612,3,face_mask,50,164,384,587
52_Photographers_taketouristphotos_52_687.jpg,1024,766,3,face,474,282,502,319
52_Photographers_taketouristphotos_52_687.jpg,1024,766,3,face,507,439,530,470
52_Photographers_taketouristphotos_52_687.jpg,1024,766,3,face,475,446,497,471
test_00001829.jpg,385,401,3,face_mask,99,96,273,296
51_Dresses_wearingdress_51_901.jpg,1024,1065,3,face,431,194,496,273
test_00004466.jpg,392,392,3,face_mask,165,63,229,138
test_00000311.jpg,305,457,3,face_mask,99,115,167,223
30_Surgeons_Surgeons_30_764.jpg,1024,1322,3,face,304,273,696,745
52_Photographers_taketouristphotos_52_399.jpg,1024,2163,3,face,555,14,749,240
52_Photographers_taketouristphotos_52_399.jpg,1024,2163,3,face,736,1001,780,1052
52_Photographers_taketouristphotos_52_399.jpg,1024,2163,3,face,811,999,867,1067
52_Photographers_taketouristphotos_52_399.jpg,1024,2163,3,face,923,1214,958,1250
52_Photographers_taketouristphotos_52_399.jpg,1024,2163,3,face,460,1007,521,1067
52_Photographers_taketouristphotos_52_399.jpg,1024,2163,3,face,982,1226,1007,1273
test_00001232.jpg,640,960,3,face_mask,97,244,180,359
test_00002599.jpg,1344,960,3,face,305,1,823,853
27_Spa_Spa_27_486.jpg,1024,518,3,face,460,189,504,270
27_Spa_Spa_27_486.jpg,1024,518,3,face,771,33,826,119
13_Interview_Interview_2_People_Visible_13_117.jpg,1024,768,3,face,0,302,44,367
13_Interview_Interview_2_People_Visible_13_117.jpg,1024,768,3,face,41,289,86,357
13_Interview_Interview_2_People_Visible_13_117.jpg,1024,768,3,face,41,253,84,314
13_Interview_Interview_2_People_Visible_13_117.jpg,1024,768,3,face,75,289,105,325
13_Interview_Interview_2_People_Visible_13_117.jpg,1024,768,3,face,105,273,140,313
13_Interview_Interview_2_People_Visible_13_117.jpg,1024,768,3,face,143,279,174,317
13_Interview_Interview_2_People_Visible_13_117.jpg,1024,768,3,face,183,269,223,325
13_Interview_Interview_2_People_Visible_13_117.jpg,1024,768,3,face,358,127,434,230
13_Interview_Interview_2_People_Visible_13_117.jpg,1024,768,3,face,740,315,765,343
13_Interview_Interview_2_People_Visible_13_117.jpg,1024,768,3,face,835,345,855,372
13_Interview_Interview_2_People_Visible_13_117.jpg,1024,768,3,face,870,336,890,358
13_Interview_Interview_2_People_Visible_13_117.jpg,1024,768,3,face,910,314,935,342
13_Interview_Interview_2_People_Visible_13_117.jpg,1024,768,3,face,885,334,896,351
13_Interview_Interview_2_People_Visible_13_117.jpg,1024,768,3,face,661,70,675,91
13_Interview_Interview_2_People_Visible_13_117.jpg,1024,768,3,face,817,105,828,120
31_Waiter_Waitress_Waiter_Waitress_31_200.jpg,1024,1024,3,face,158,60,282,224
31_Waiter_Waitress_Waiter_Waitress_31_200.jpg,1024,1024,3,face,678,50,798,212
41_Swimming_Swimmer_41_847.jpg,1024,777,3,face,17,166,38,189
41_Swimming_Swimmer_41_847.jpg,1024,777,3,face,401,237,460,312
41_Swimming_Swimmer_41_847.jpg,1024,777,3,face,328,186,346,201
41_Swimming_Swimmer_41_847.jpg,1024,777,3,face,151,154,164,170
test_00004771.jpg,580,420,3,face_mask,390,57,534,266
test_00004771.jpg,580,420,3,face_mask,83,50,257,255
test_00001544.jpg,800,800,3,face_mask,313,178,535,426
59_peopledrivingcar_peopledrivingcar_59_868.jpg,1024,1024,3,face,306,30,390,148
16_Award_Ceremony_Awards_Ceremony_16_577.jpg,1024,1536,3,face,468,105,864,649
test_00001025.jpg,200,200,3,face_mask,114,31,174,132
16_Award_Ceremony_Awards_Ceremony_16_266.jpg,1024,1676,3,face,471,69,595,278
16_Award_Ceremony_Awards_Ceremony_16_266.jpg,1024,1676,3,face,684,213,805,373
test_00001181.jpg,850,850,3,face_mask,254,183,484,502
13_Interview_Interview_Sequences_13_615.jpg,1024,1334,3,face,468,202,511,249
13_Interview_Interview_Sequences_13_615.jpg,1024,1334,3,face,249,1150,300,1216
13_Interview_Interview_Sequences_13_615.jpg,1024,1334,3,face,19,980,63,1044
13_Interview_Interview_Sequences_13_615.jpg,1024,1334,3,face,248,782,292,824
13_Interview_Interview_Sequences_13_615.jpg,1024,1334,3,face,302,830,348,876
13_Interview_Interview_Sequences_13_615.jpg,1024,1334,3,face,403,904,446,954
13_Interview_Interview_Sequences_13_615.jpg,1024,1334,3,face,495,851,541,908
13_Interview_Interview_Sequences_13_615.jpg,1024,1334,3,face,478,1073,538,1161
13_Interview_Interview_Sequences_13_615.jpg,1024,1334,3,face,659,833,728,881
